JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
King Street/Queen Avenue,29/07/2024,00:06:04,SE,SE,Rain,20,25,Bicycle,False
Mill Road/Factory Street,29/07/2024,00:06:27,W,S,Rain,40,10,Van,False
Mill Road/Factory Street,29/07/2024,00:08:09,E,N,Rain,40,54,Truck,True
Mill Road/Factory Street,29/07/2024,00:10:36,S,N,Rain,40,55,Van,False
Mill Road/Factory Street,29/07/2024,00:22:56,S,N,Rain,40,17,Bicycle,True
King Street/Queen Avenue,29/07/2024,00:23:08,E,NE,Rain,20,35,Car,False
Mill Road/Factory Street,29/07/2024,00:23:35,W,S,Rain,40,12,Car,False
King Street/Queen Avenue,29/07/2024,00:29:55,SE,E,Rain,20,5,Bus,False
Mill Road/Factory Street,29/07/2024,00:34:42,N,W,Rain,40,46,Bicycle,False
King Street/Queen Avenue,29/07/2024,00:34:54,SW,NW,Rain,20,9,Bicycle,False
King Street/Queen Avenue,29/07/2024,00:37:15,SW,SW,Rain,20,26,Bus,True
King Street/Queen Avenue,29/07/2024,00:38:06,E,NE,Rain,20,8,Van,False
Mill Road/Factory Street,29/07/2024,00:38:06,W,W,Rain,40,6,Bus,False
Mill Road/Factory Street,29/07/2024,00:39:59,W,N,Rain,40,36,Van,True
Mill Road/Factory Street,29/07/2024,00:48:43,W,E,Rain,40,21,Buss,True
Mill Road/Factory Street,29/07/2024,00:57:58,W,N,Rain,40,5,Car,True
King Street/Queen Avenue,29/07/2024,01:10:20,SE,E,Rain,20,16,Van,False
Mill Road/Factory Street,29/07/2024,01:14:25,S,N,Rain,40,49,Scooter,False
Mill Road/Factory Street,29/07/2024,01:18:10,S,W,Rain,40,10,Bus,False
King Street/Queen Avenue,29/07/2024,01:23:33,N,E,Rain,20,15,Motorbike,False
King Street/Queen Avenue,29/07/2024,01:33:50,SE,NE,Rain,20,29,Car,True
King Street/Queen Avenue,29/07/2024,01:38:28,E,W,Rain,20,10,Bus,False
Mill Road/Factory Street,29/07/2024,01:40:52,N,E,Rain,40,19,Bicycle,True
Mill Road/Factory Street,29/07/2024,01:51:31,W,N,Rain,40,22,Motorbike,True
King Street/Queen Avenue,29/07/2024,01:58:07,SE,E,Rain,20,11,Motorbike,False
King Street/Queen Avenue,29/07/2024,01:59:08,E,NW,Rain,20,23,Motorbike,False
Mill Road/Factory Street,29/07/2024,01:59:29,W,N,Rain,40,27,Car,False
Mill Road/Factory Street,29/07/2024,02:10:28,W,W,Rain,40,30,Bicycle,True
Mill Road/Factory Street,29/07/2024,02:12:08,W,W,Rain,40,15,Bicycle,False
Mill Road/Factory Street,29/07/2024,02:17:25,N,E,Rain,40,50,Scooter,False
King Street/Queen Avenue,29/07/2024,02:19:26,NW,S,Rain,20,25,Bus,True
