JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Park Lane/Garden Way,08/07/2024,00:13:30,S,E,Heavy Rain,20,23,Truck,False
Park Lane/Garden Way,08/07/2024,00:15:02,SW,NW,Heavy Rain,20,17,Buss,True
River Road/Bridge Street,08/07/2024,00:15:13,N,N,Heavy Rain,50,43,Car,False
River Road/Bridge Street,08/07/2024,00:19:28,E,E,Heavy Rain,50,11,Buss,True
Park Lane/Garden Way,08/07/2024,00:21:52,NE,NE,Heavy Rain,20,13,Scooter,False
Park Lane/Garden Way,08/07/2024,00:27:12,E,NE,Heavy Rain,20,10,Bicycle,True
River Road/Bridge Street,08/07/2024,00:31:56,E,E,Heavy Rain,50,35,Truck,False
Park Lane/Garden Way,08/07/2024,00:50:44,SE,S,Heavy Rain,20,18,Buss,True
Park Lane/Garden Way,08/07/2024,01:00:28,NE,W,Heavy Rain,20,29,Buss,False
Park Lane/Garden Way,08/07/2024,01:00:54,E,E,Heavy Rain,20,15,Motorcycle,False
River Road/Bridge Street,08/07/2024,01:02:02,S,E,Heavy Rain,50,56,Scooter,False
Park Lane/Garden Way,08/07/2024,01:05:03,W,W,Heavy Rain,20,5,Van,False
Park Lane/Garden Way,08/07/2024,01:11:14,N,SE,Heavy Rain,20,7,Scooter,False
Park Lane/Garden Way,08/07/2024,01:18:01,NW,NE,Heavy Rain,20,35,Bus,True
River Road/Bridge Street,08/07/2024,01:29:08,W,W,Heavy Rain,50,41,Car,False
River Road/Bridge Street,08/07/2024,01:33:02,N,N,Heavy Rain,50,53,Car,False
Park Lane/Garden Way,08/07/2024,01:35:31,W,SW,Heavy Rain,20,15,Truck,True
Park Lane/Garden Way,08/07/2024,01:35:51,SE,W,Heavy Rain,20,15,Truck,False
River Road/Bridge Street,08/07/2024,01:39:40,W,W,Heavy Rain,50,6,Car,False
River Road/Bridge Street,08/07/2024,01:40:00,S,N,Heavy Rain,50,36,Motorbike,False
River Road/Bridge Street,08/07/2024,01:42:07,W,E,Heavy Rain,50,15,Motorbike,False
Park Lane/Garden Way,08/07/2024,01:51:54,SE,NW,Heavy Rain,20,26,Buss,False
River Road/Bridge Street,08/07/2024,01:53:07,S,E,Heavy Rain,50,15,Buss,False
River Road/Bridge Street,08/07/2024,01:59:57,N,W,Heavy Rain,50,7,Bicycle,False
