JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Maple Avenue/Cedar Lane,01/07/2024,00:16:13,S,W,Clear,40,12,Bicycle,True
Maple Avenue/Cedar Lane,01/07/2024,00:39:22,S,W,Clear,40,16,Bus,False
Oak Street/Pine Road,01/07/2024,00:48:51,E,SE,Clear,30,26,Bicycle,True
Maple Avenue/Cedar Lane,01/07/2024,01:08:32,E,N,Clear,40,33,Bus,False
Oak Street/Pine Road,01/07/2024,01:15:30,S,SW,Clear,30,31,Truck,False
Maple Avenue/Cedar Lane,01/07/2024,01:20:50,N,E,Clear,40,27,Motorcycle,False
Maple Avenue/Cedar Lane,01/07/2024,01:27:01,W,N,Clear,40,25,Motorbike,False
Maple Avenue/Cedar Lane,01/07/2024,01:28:06,E,N,Clear,40,37,Buss,True
Maple Avenue/Cedar Lane,01/07/2024,01:41:30,E,N,Clear,40,50,Van,False
Maple Avenue/Cedar Lane,01/07/2024,01:43:05,E,W,Clear,40,47,Motorbike,False
Oak Street/Pine Road,01/07/2024,01:43:41,S,N,Clear,30,30,Motorcycle,False
Oak Street/Pine Road,01/07/2024,01:46:29,S,SE,Clear,30,10,Van,False
Oak Street/Pine Road,01/07/2024,01:55:21,S,W,Clear,30,22,Scooter,True
Maple Avenue/Cedar Lane,01/07/2024,01:55:41,E,E,Clear,40,12,Motorcycle,False
Oak Street/Pine Road,01/07/2024,02:18:14,SE,W,Clear,30,24,Motorcycle,False
Maple Avenue/Cedar Lane,01/07/2024,02:19:29,W,N,Clear,40,8,Motorcycle,False
Maple Avenue/Cedar Lane,01/07/2024,02:30:28,E,E,Clear,40,42,Car,False
Maple Avenue/Cedar Lane,01/07/2024,02:41:55,N,W,Clear,40,34,Van,False
Maple Avenue/Cedar Lane,01/07/2024,02:58:18,E,W,Clear,40,16,Truck,True
Maple Avenue/Cedar Lane,01/07/2024,03:03:15,W,W,Clear,40,9,Bus,False
Maple Avenue/Cedar Lane,01/07/2024,03:08:02,N,E,Clear,40,36,Bus,True
Oak Street/Pine Road,01/07/2024,03:15:12,W,SW,Clear,30,13,Motorbike,True
Oak Street/Pine Road,01/07/2024,03:27:23,SW,E,Clear,30,32,Buss,False
Maple Avenue/Cedar Lane,01/07/2024,03:28:32,S,N,Clear,40,51,Van,False
Oak Street/Pine Road,01/07/2024,03:29:08,SW,NW,Clear,30,33,Van,False
Oak Street/Pine Road,01/07/2024,03:42:27,NW,SE,Clear,30,31,Scooter,False
Maple Avenue/Cedar Lane,01/07/2024,03:42:55,N,S,Clear,40,5,Motorcycle,False
Oak Street/Pine Road,01/07/2024,03:47:35,E,NE,Clear,30,23,Truck,False
Maple Avenue/Cedar Lane,01/07/2024,03:47:47,E,S,Clear,40,40,Car,False
Maple Avenue/Cedar Lane,01/07/2024,03:53:12,E,S,Clear,40,28,Buss,False
Maple Avenue/Cedar Lane,01/07/2024,03:54:52,W,N,Clear,40,47,Truck,False
Oak Street/Pine Road,01/07/2024,04:02:19,NW,N,Clear,30,27,Truck,False
Maple Avenue/Cedar Lane,01/07/2024,04:04:45,W,N,Clear,40,23,Truck,True
Maple Avenue/Cedar Lane,01/07/2024,04:16:12,S,S,Clear,40,53,Bus,True
Oak Street/Pine Road,01/07/2024,04:32:31,S,N,Clear,30,12,Buss,False
Maple Avenue/Cedar Lane,01/07/2024,04:36:42,W,N,Clear,40,14,Car,True
Maple Avenue/Cedar Lane,01/07/2024,04:40:55,W,N,Clear,40,5,Bicycle,False
Maple Avenue/Cedar Lane,01/07/2024,04:43:59,W,N,Clear,40,10,Bus,True
Oak Street/Pine Road,01/07/2024,04:46:59,SW,W,Clear,30,35,Motorbike,True
Maple Avenue/Cedar Lane,01/07/2024,04:58:22,E,W,Clear,40,13,Bus,False
Maple Avenue/Cedar Lane,01/07/2024,05:04:28,E,E,Clear,40,45,Motorbike,False
Oak Street/Pine Road,01/07/2024,05:04:38,S,W,Clear,30,30,Bus,False
