JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,22/06/2024,20:44:58,W,E,Sunny,30,23,Car,False
Elm Avenue/Rabbit Road,22/06/2024,00:18:45,N,S,Overcast,30,30,Car,True
Hanley Highway/Westway,22/06/2024,06:16:03,N,SW,Overcast,20,22,Bicycle,False
Hanley Highway/Westway,22/06/2024,12:22:43,S,W,Rain,20,22,Buss,False
Elm Avenue/Rabbit Road,22/06/2024,06:36:56,E,N,Light Rain,30,27,Motorcycle,False
Hanley Highway/Westway,22/06/2024,00:43:36,NW,NW,Overcast,20,37,Motorcycle,False
Hanley Highway/Westway,22/06/2024,23:43:03,S,S,Light Rain,20,19,Car,False
Elm Avenue/Rabbit Road,22/06/2024,14:00:57,N,E,Clear,30,17,Bicycle,False
Elm Avenue/Rabbit Road,22/06/2024,14:52:58,S,S,Clear,30,28,Bicycle,False
Hanley Highway/Westway,22/06/2024,04:12:53,SE,SE,Overcast,20,5,Car,False
Elm Avenue/Rabbit Road,22/06/2024,03:36:56,E,N,Rain,30,27,Motorcycle,False
Elm Avenue/Rabbit Road,22/06/2024,17:25:21,N,E,Overcast,30,18,Motorcycle,False
Elm Avenue/Rabbit Road,22/06/2024,12:09:31,S,S,Light Rain,30,17,Buss,False
Hanley Highway/Westway,22/06/2024,01:00:41,NW,NW,Overcast,20,9,Car,False
Hanley Highway/Westway,22/06/2024,01:26:45,NE,E,Clear,20,10,Van,False
Elm Avenue/Rabbit Road,22/06/2024,09:26:29,E,W,Clear,30,28,Car,False
Hanley Highway/Westway,22/06/2024,08:31:31,NW,NW,Overcast,20,13,Car,False
Hanley Highway/Westway,22/06/2024,09:22:00,NW,W,Light Rain,20,19,Motorcycle,False
Elm Avenue/Rabbit Road,22/06/2024,02:55:02,N,N,Overcast,30,18,Car,False
Hanley Highway/Westway,22/06/2024,10:42:58,SE,E,Clear,20,8,Motorcycle,False
Hanley Highway/Westway,22/06/2024,18:40:34,SE,SE,Rain,20,10,Car,False
Elm Avenue/Rabbit Road,22/06/2024,04:29:54,S,S,Rain,30,16,Bicycle,False
Hanley Highway/Westway,22/06/2024,19:49:16,W,SW,Clear,20,13,Scooter,True
Elm Avenue/Rabbit Road,22/06/2024,12:13:55,E,E,Heavy Rain,30,22,Truck,False
Hanley Highway/Westway,22/06/2024,13:29:45,SE,NW,Heavy Rain,20,14,Truck,False
Hanley Highway/Westway,22/06/2024,02:52:23,N,N,Light Rain,20,12,Van,False
Elm Avenue/Rabbit Road,22/06/2024,07:32:36,E,S,Sunny,30,21,Van,False
Elm Avenue/Rabbit Road,22/06/2024,05:02:01,E,E,Sunny,30,23,Bicycle,False
Elm Avenue/Rabbit Road,22/06/2024,02:54:40,W,W,Sunny,30,29,Scooter,False
Hanley Highway/Westway,22/06/2024,19:55:01,N,NW,Clear,20,9,Car,True
Hanley Highway/Westway,22/06/2024,03:00:06,NW,N,Clear,20,17,Car,False
Elm Avenue/Rabbit Road,22/06/2024,14:59:30,W,S,Light Rain,30,18,Truck,False
Elm Avenue/Rabbit Road,22/06/2024,05:16:50,N,N,Clear,30,32,Motorcycle,False
Elm Avenue/Rabbit Road,22/06/2024,23:44:08,W,W,Overcast,30,26,Motorcycle,False
Hanley Highway/Westway,22/06/2024,21:24:42,E,SE,Rain,20,21,Scooter,False
Elm Avenue/Rabbit Road,22/06/2024,06:08:41,S,S,Heavy Rain,30,29,Car,True
Hanley Highway/Westway,22/06/2024,05:08:40,S,SE,Heavy Rain,20,20,Buss,False
Hanley Highway/Westway,22/06/2024,05:30:06,NE,NE,Overcast,20,21,Buss,True
Hanley Highway/Westway,22/06/2024,07:55:22,NW,NE,Clear,20,30,Motorcycle,True
Elm Avenue/Rabbit Road,22/06/2024,03:03:10,W,W,Overcast,30,23,Buss,False
Hanley Highway/Westway,22/06/2024,16:38:40,W,W,Clear,20,12,Van,True
Elm Avenue/Rabbit Road,22/06/2024,23:46:08,W,S,Heavy Rain,30,27,Car,False
Hanley Highway/Westway,22/06/2024,02:56:43,N,N,Overcast,20,15,Car,False
Hanley Highway/Westway,22/06/2024,21:47:49,W,W,Sunny,20,6,Car,False
Hanley Highway/Westway,22/06/2024,18:49:50,SE,NE,Rain,20,10,Buss,False
Hanley Highway/Westway,22/06/2024,19:25:42,SE,E,Clear,20,7,Car,False
Hanley Highway/Westway,22/06/2024,07:05:35,NW,S,Overcast,20,17,Car,False
Elm Avenue/Rabbit Road,22/06/2024,10:04:30,W,W,Sunny,30,22,Car,False
Hanley Highway/Westway,22/06/2024,07:16:53,NW,SW,Overcast,20,10,Truck,False
Hanley Highway/Westway,22/06/2024,17:55:48,SW,SW,Heavy Rain,20,5,Car,True
Elm Avenue/Rabbit Road,22/06/2024,01:52:40,E,E,Light Rain,30,27,Car,False
Elm Avenue/Rabbit Road,22/06/2024,12:39:56,E,E,Clear,30,22,Van,True
Elm Avenue/Rabbit Road,22/06/2024,19:51:31,S,W,Overcast,30,18,Buss,False
Hanley Highway/Westway,22/06/2024,03:44:36,NE,E,Clear,20,11,Truck,False
Hanley Highway/Westway,22/06/2024,05:08:26,NW,SW,Overcast,20,16,Truck,False
Elm Avenue/Rabbit Road,22/06/2024,03:55:59,E,W,Overcast,30,21,Truck,False
Elm Avenue/Rabbit Road,22/06/2024,02:50:43,E,E,Clear,30,28,Scooter,False
Elm Avenue/Rabbit Road,22/06/2024,23:36:12,N,N,Overcast,30,20,Car,False
Elm Avenue/Rabbit Road,22/06/2024,02:10:54,W,W,Sunny,30,15,Car,False
Elm Avenue/Rabbit Road,22/06/2024,21:01:20,N,N,Light Rain,30,36,Buss,False
Elm Avenue/Rabbit Road,22/06/2024,09:52:00,S,N,Sunny,30,32,Motorcycle,False
Elm Avenue/Rabbit Road,22/06/2024,03:50:42,W,N,Light Rain,30,20,Truck,False
Elm Avenue/Rabbit Road,22/06/2024,21:09:06,N,N,Heavy Rain,30,23,Bicycle,False
Hanley Highway/Westway,22/06/2024,08:47:05,SE,SE,Clear,20,16,Car,True
Hanley Highway/Westway,22/06/2024,00:38:05,NE,S,Overcast,20,8,Van,False
Elm Avenue/Rabbit Road,22/06/2024,07:42:53,N,N,Light Rain,30,21,Car,False
Hanley Highway/Westway,22/06/2024,12:16:46,S,S,Light Rain,20,19,Car,False
Hanley Highway/Westway,22/06/2024,13:17:56,S,E,Rain,20,11,Car,False
Hanley Highway/Westway,22/06/2024,09:44:46,W,E,Overcast,20,7,Car,True
Hanley Highway/Westway,22/06/2024,13:12:15,W,NE,Rain,20,14,Buss,True
Hanley Highway/Westway,22/06/2024,17:06:30,N,E,Light Rain,20,14,Car,True
Hanley Highway/Westway,22/06/2024,04:50:29,W,W,Sunny,20,17,Buss,False
Hanley Highway/Westway,22/06/2024,02:41:55,W,W,Clear,20,16,Car,False
Elm Avenue/Rabbit Road,22/06/2024,12:19:19,N,N,Rain,30,40,Buss,True
Hanley Highway/Westway,22/06/2024,19:12:34,NE,S,Overcast,20,7,Motorcycle,True
Elm Avenue/Rabbit Road,22/06/2024,05:14:47,E,E,Clear,30,19,Buss,False
Elm Avenue/Rabbit Road,22/06/2024,15:43:31,S,S,Rain,30,30,Buss,False
Hanley Highway/Westway,22/06/2024,04:20:47,SE,SE,Light Rain,20,8,Truck,False
Elm Avenue/Rabbit Road,22/06/2024,02:41:30,N,N,Sunny,30,28,Truck,False
Hanley Highway/Westway,22/06/2024,12:58:00,NW,NW,Clear,20,15,Car,False
Elm Avenue/Rabbit Road,22/06/2024,00:37:46,N,S,Rain,30,27,Motorcycle,False
Elm Avenue/Rabbit Road,22/06/2024,01:54:22,E,E,Overcast,30,27,Buss,False
Hanley Highway/Westway,22/06/2024,09:25:08,N,N,Clear,20,18,Buss,True
Elm Avenue/Rabbit Road,22/06/2024,10:38:45,N,N,Clear,30,28,Car,False
Elm Avenue/Rabbit Road,22/06/2024,10:09:58,N,E,Light Rain,30,26,Car,False
Hanley Highway/Westway,22/06/2024,06:46:51,W,W,Clear,20,11,Van,False
Elm Avenue/Rabbit Road,22/06/2024,01:05:23,S,N,Light Rain,30,15,Car,True
Hanley Highway/Westway,22/06/2024,06:16:00,SE,SE,Cloudy,20,25,Scooter,False
Elm Avenue/Rabbit Road,22/06/2024,13:20:59,S,E,Clear,30,23,Scooter,False
Elm Avenue/Rabbit Road,22/06/2024,18:38:22,W,S,Light Rain,30,25,Car,False
Hanley Highway/Westway,22/06/2024,16:54:41,S,NE,Overcast,20,13,Scooter,False
Hanley Highway/Westway,22/06/2024,16:19:48,NW,NW,Clear,20,20,Car,True
Elm Avenue/Rabbit Road,22/06/2024,08:39:17,W,W,Overcast,30,43,Car,True
Elm Avenue/Rabbit Road,22/06/2024,15:20:12,W,W,Clear,30,20,Scooter,False
Elm Avenue/Rabbit Road,22/06/2024,02:53:09,W,S,Overcast,30,42,Motorcycle,True
Hanley Highway/Westway,22/06/2024,11:40:26,S,S,Clear,20,5,Motorcycle,False
Hanley Highway/Westway,22/06/2024,14:27:50,S,S,Clear,20,18,Car,False
Hanley Highway/Westway,22/06/2024,23:49:37,W,N,Sunny,20,15,Buss,False
Elm Avenue/Rabbit Road,22/06/2024,02:55:27,N,W,Overcast,30,50,Buss,False
Hanley Highway/Westway,22/06/2024,23:58:26,E,N,Cloudy,20,35,Car,False
Elm Avenue/Rabbit Road,22/06/2024,16:20:11,S,E,Sunny,30,34,Truck,False
Elm Avenue/Rabbit Road,22/06/2024,20:50:05,E,S,Light Rain,30,27,Bicycle,False
Hanley Highway/Westway,22/06/2024,23:49:09,N,NW,Sunny,20,26,Scooter,False
Hanley Highway/Westway,22/06/2024,10:17:12,N,N,Overcast,20,5,Car,False
Hanley Highway/Westway,22/06/2024,12:14:53,W,W,Clear,20,14,Car,False
Hanley Highway/Westway,22/06/2024,22:43:40,N,S,Sunny,20,11,Van,False
Elm Avenue/Rabbit Road,22/06/2024,00:54:10,S,S,Overcast,30,17,Motorcycle,False
Hanley Highway/Westway,22/06/2024,18:20:30,SE,NE,Overcast,20,19,Car,False
Elm Avenue/Rabbit Road,22/06/2024,17:35:32,S,E,Light Rain,30,20,Buss,True
Elm Avenue/Rabbit Road,22/06/2024,13:45:55,S,S,Clear,30,26,Scooter,False
Hanley Highway/Westway,22/06/2024,12:49:36,SW,SW,Overcast,20,9,Car,True
Hanley Highway/Westway,22/06/2024,18:04:06,NW,NW,Overcast,20,10,Car,False
Hanley Highway/Westway,22/06/2024,16:27:41,N,N,Sunny,20,25,Motorcycle,False
